tool_id,metric_id,dimensions,themes,metric_question
189,12,environment,NA,resistance to pest/water stress
189,13,social,NA,employment relations
189,14,social; economic,NA,right to quality of life
189,15,social,NA,child labour
189,16,social,NA,education
189,17,economic,NA,resistance to economic stress
189,18,social,NA,capacity development
189,19,social; economic,NA,non-discrimination and support to vulnerable people
189,20,environment,NA,biophysical compatibility
189,21,economic,NA,economic indicators
189,22,economic,NA,fair pricing and transparent contracts
189,23,social,NA,"health cover, access. medic care"
188,1,environment,NA,land fertility
188,2,environment,NA,plant disease and pest attack
188,3,environment,NA,availability of organic material
188,4,environment,NA,erosion rate
188,5,environment,NA,water availability
188,6,environment,NA,wind speed
188,7,environment,NA,land elevation.
188,8,economic,NA,productivity increase
188,9,economic,NA,price stability
188,10,economic,NA,quality of chili crop
188,11,economic,NA,marketing collateral
188,12,economic,NA,income increase
188,13,economic,NA,production cost saving
188,14,social,NA,extension intensity
188,15,social,NA,training intensity
188,16,social,NA,land ownership status
188,17,social,NA,level of formal education
188,18,social,NA,farmers' understanding of environmentally friendly cultivation
188,19,social,NA,peoples' preference for using environmentally friendly cultivation
188,20,production,NA,understanding of natural disease control technology
188,21,production,NA,application of soil conservation technology with manure
188,22,production,NA,application of processing technology
188,23,production,NA,understanding the benefits of biopesticides
188,24,production,NA,application of rainshelter
188,25,production,NA,application of pest traps
188,26,production,NA,application of biopesticide
188,27,production,NA,application of organic fertilizer
188,28,production,NA,application of mulch
188,29,governance,NA,government support
188,30,governance,NA,the role of extension workers
188,31,governance,NA,cooperation and partnerships
188,32,governance,NA,availability of marketing institution
188,33,governance,NA,availability of input production institution
188,34,governance,NA,the role of the group in increasing farmers' capacity
188,35,governance,NA,intensity of farmer group meetings
187,1,economic,NA,gross productivity
187,2,economic,NA,net income
187,3,economic,NA,off-farm income
187,4,economic,NA,income diversification
187,5,economic,NA,input/output ratio
187,6,economic,NA,debt level
187,7,economic,NA,productive security
187,8,economic,NA,transferability
187,9,social,NA,operation and exploitation results
187,10,social,NA,lifestyle and free time
187,11,social,NA,social engagement
187,12,social,NA,access to services
187,13,social,NA,housing conditions
187,14,social,NA,connectivity and accessibility to populated areas
187,15,social,NA,service availability
187,16,social,NA,family continuity
187,17,social,NA,education level
187,18,environment,NA,grassland conservation index
187,19,environment,NA,stocking rate
187,20,environment,NA,number of paddocks
187,21,environment,NA,water resources assessment
187,22,environment,NA,input use deintensification
187,23,environment,NA,input use efficiency
187,24,environment,NA,ecosystem disturbance
186,1,social,NA,"seasonal farmer income,"
186,2,social,NA,frequency of receiving extension services within the cropping season
186,3,social,NA,seasonal woman’s participation in the agricultural activities
186,4,social,NA,education level of the respondents
186,5,environment,NA,amount of organic manure usage
186,6,environment,NA,amount of inorganic fertilizer usage
186,7,environment,NA,amount of agrochemical usage
186,8,environment,NA,levels of adoption of integrated pest management (ipm) practices
186,9,environment,NA,levels of adoption of good agricultural practices (gap)
186,10,environment,NA,levels of adoption of traditional agricultural practices (tap)
186,11,economic,NA,average seasonal crop productivity
186,12,economic,NA,average seasonal income from paddy farming
186,13,economic,NA,seasonal returns on investment
150,1,environment,climate change - seasonality and severe weather,changes in growing season
150,2,environment,climate change - seasonality and severe weather,late spring frost (date)
150,3,environment,climate change - seasonality and severe weather,extreme heat
150,4,environment,climate change - seasonality and severe weather,heat spell duration
150,5,environment,climate change - seasonality and severe weather,wet spell duration
150,6,environment,climate change - seasonality and severe weather,drought frequency
150,7,environment,climate change - seasonality and severe weather,drought severity
150,8,environment,climate change - seasonality and severe weather,deficit/excess water
150,9,social,demographics,agricultural producers as proportion of total rural population
150,10,social,demographics,rural inhabitants as proportion of total regional population
150,11,social,demographics,age of farmers
150,12,social,demographics,share of rural population more vulnerable to climate change
150,13,production,farmland production activities,yearly agricultural output compared with long-term average
150,14,production,farmland production activities,"mix of crop type, perennial vs. annual"
150,15,production,farmland production activities,livestock density
150,16,production,farmland production activities,portion of farm infrastructure in floodplains
150,17,production,farmland production activities,portion of barns with air conditioning
150,18,production,farmland production activities,portion of land with tile drainage
150,19,production,farmland production activities,"proportion or hectares of farmland under conservation, no-till, rotational grazing"
150,20,production,farmland production activities,manure management strategies
150,21,economic,"market, economy",percentage of farms with off-farm income
150,22,economic,"market, economy",medium and average farm size with insurance coverage
150,23,economic,"market, economy",level of debt per farm type
150,24,economic,"market, economy",gross domestic product in rural areas
